inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.900000	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-2.200000	inf	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-2.100000	inf	-0.600000	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-1.100000	inf	-1.400000	inf	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-2.100000	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-3.300000	inf	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	inf	-2.400000	inf	-1.400000	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	-2.100000	inf	-2.100000	inf	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	-2.400000	inf	inf	inf	inf	inf	inf	inf	-1.300000	
inf	inf	inf	inf	inf	inf	-3.400000	inf	inf	inf	inf	inf	inf	inf	-2.500000	inf	
inf	inf	inf	inf	inf	-3.300000	inf	-1.500000	inf	inf	inf	inf	inf	-2.100000	inf	-0.500000	
inf	inf	inf	inf	-2.200000	inf	-2.500000	inf	inf	inf	inf	inf	-1.400000	inf	1.300000	inf	
inf	inf	inf	-1.300000	inf	inf	inf	inf	inf	inf	inf	-1.000000	inf	inf	inf	inf	
inf	inf	-2.400000	inf	inf	inf	inf	inf	inf	inf	-1.500000	inf	inf	inf	inf	inf	
inf	-2.100000	inf	-1.000000	inf	inf	inf	inf	inf	-1.400000	inf	0.300000	inf	inf	inf	inf	
-0.900000	inf	-1.300000	inf	inf	inf	inf	inf	-0.600000	inf	-0.500000	inf	inf	inf	inf	inf	
