inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.700000	0.700000	-0.400000	0.700000	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.700000	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.400000	0.700000	0.700000	0.700000	
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.000000	
inf	inf	inf	inf	inf	inf	inf	inf	-0.000000	-0.000000	-1.100000	-0.000000	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	-0.000000	-0.000000	-0.000000	-0.000000	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	-1.100000	-0.000000	-0.000000	-0.000000	inf	inf	inf	inf	
inf	inf	inf	inf	inf	inf	inf	inf	-0.000000	-0.000000	-0.000000	-0.700000	inf	inf	inf	inf	
inf	inf	inf	inf	-0.000000	-0.000000	-1.100000	-0.000000	inf	inf	inf	inf	0.700000	0.700000	-0.400000	0.700000	
inf	inf	inf	inf	-0.000000	-0.000000	-0.000000	-0.000000	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.700000	
inf	inf	inf	inf	-1.100000	-0.000000	-0.000000	-0.000000	inf	inf	inf	inf	-0.400000	0.700000	0.700000	0.700000	
inf	inf	inf	inf	-0.000000	-0.000000	-0.000000	-0.700000	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.000000	
0.700000	0.700000	-0.400000	0.700000	inf	inf	inf	inf	0.700000	0.700000	-0.400000	0.700000	inf	inf	inf	inf	
0.700000	0.700000	0.700000	0.700000	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.700000	inf	inf	inf	inf	
-0.400000	0.700000	0.700000	0.700000	inf	inf	inf	inf	-0.400000	0.700000	0.700000	0.700000	inf	inf	inf	inf	
0.700000	0.700000	0.700000	0.000000	inf	inf	inf	inf	0.700000	0.700000	0.700000	0.000000	inf	inf	inf	inf	
